Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Grades
,,College,40000.0,B,86.0,High,,Arts,Private,Medium,Low,No,Low,High,Low,Positive,Low,,Yes,,Unhealthy,Low,9.0,Yes,Positive,No,Yes,Visual,Yes,No,Medium,4.0,High,A
18.0,F,,,A,71.0,High,20.0,Business,Public,High,High,No,High,Medium,High,Negative,Low,42.0,No,6.0,Healthy,Medium,9.0,No,Negative,No,No,Kinesthetic,No,Yes,High,4.0,Medium,A
22.0,,,50000.0,B,73.0,Low,7.0,,Private,High,Low,Yes,High,Low,High,Neutral,High,44.0,No,6.0,Unhealthy,Medium,3.0,Yes,Positive,No,No,Kinesthetic,No,No,High,3.0,High,
22.0,F,High School,50000.0,C,95.0,High,16.0,,Public,Low,High,Yes,Low,Medium,High,Negative,,22.0,No,5.0,Healthy,Low,9.0,No,Negative,Yes,Yes,Visual,No,,High,4.0,Low,C
22.0,F,,75000.0,B,100.0,High,19.0,Arts,Private,High,Medium,No,High,Medium,,Neutral,Low,50.0,No,7.0,Balanced,Low,9.0,No,,No,,Auditory,No,,Low,,,B
18.0,F,College,50000.0,B,97.0,Medium,,Medicine,Private,Low,Low,Yes,Low,Medium,Medium,Positive,Low,39.0,No,5.0,Unhealthy,High,,Yes,Positive,No,No,Auditory,Yes,No,High,3.0,High,A
20.0,F,,30000.0,A,93.0,Low,13.0,Law,Public,High,Medium,No,Medium,Low,High,Positive,High,39.0,No,8.0,Unhealthy,Low,7.0,Yes,Positive,Yes,Yes,Auditory,Yes,No,Medium,6.0,High,A
18.0,M,Graduate,40000.0,B,96.0,Medium,8.0,Engineering,Private,Medium,High,No,Low,High,Low,Neutral,High,90.0,No,9.0,,,8.0,No,Negative,Yes,No,Visual,,Yes,Low,1.0,Medium,A
21.0,F,Some College,40000.0,C,86.0,Medium,20.0,Business,Public,Low,Medium,No,Low,Low,Low,Positive,High,99.0,No,4.0,Healthy,Medium,5.0,No,Neutral,,,Auditory,Yes,No,Low,5.0,Medium,A
20.0,F,High School,50000.0,B,87.0,High,5.0,Medicine,Private,Medium,Medium,Yes,Low,Low,Medium,Negative,Low,91.0,No,9.0,Balanced,Medium,9.0,No,Positive,Yes,Yes,Kinesthetic,Yes,Yes,Medium,2.0,High,B
20.0,M,Some College,30000.0,C,78.0,Medium,15.0,Law,Public,,Low,Yes,Low,Low,Medium,Negative,Medium,55.0,No,8.0,Unhealthy,Low,2.0,No,Positive,No,Yes,Auditory,Yes,No,Low,4.0,High,C
19.0,M,High School,50000.0,C,75.0,Medium,,Business,Public,Medium,Low,No,High,Medium,High,Positive,Low,,No,9.0,Healthy,High,10.0,Yes,Negative,Yes,No,Kinesthetic,Yes,Yes,Low,6.0,Medium,B
19.0,M,Graduate,75000.0,C,84.0,High,20.0,Arts,Private,Low,Low,No,Medium,Medium,Medium,Negative,Low,91.0,Yes,4.0,Healthy,Low,9.0,Yes,Negative,No,Yes,Kinesthetic,No,Yes,Low,3.0,Medium,A
20.0,F,Graduate,40000.0,B,96.0,Medium,11.0,Science,Private,Medium,,No,Low,Medium,Medium,Positive,Low,56.0,Yes,5.0,,High,6.0,No,,No,No,Kinesthetic,Yes,,Medium,1.0,Low,C
21.0,M,College,40000.0,C,85.0,Medium,14.0,Arts,Public,High,Medium,No,,High,Low,Negative,High,66.0,No,,Balanced,Medium,4.0,No,Positive,,No,Auditory,No,No,Medium,,Medium,C
20.0,M,,60000.0,A,82.0,,15.0,Business,Public,Medium,High,Yes,Medium,Low,High,Positive,High,29.0,No,7.0,Balanced,High,3.0,Yes,Negative,No,Yes,Visual,Yes,No,High,5.0,High,C
19.0,M,College,60000.0,B,70.0,High,9.0,Science,Public,Medium,High,Yes,Medium,Medium,Low,Positive,Medium,94.0,Yes,8.0,Unhealthy,Low,8.0,Yes,Neutral,Yes,Yes,Kinesthetic,Yes,No,Medium,6.0,High,C
,M,High School,40000.0,B,75.0,High,14.0,Science,Public,Low,Medium,No,Low,Medium,High,Negative,Low,73.0,No,8.0,Unhealthy,Medium,3.0,No,Positive,,No,Kinesthetic,No,No,High,,Medium,B
22.0,F,Graduate,60000.0,C,79.0,Low,9.0,Arts,Private,Low,,Yes,Medium,,High,Neutral,Low,71.0,Yes,8.0,Healthy,High,10.0,No,Negative,Yes,No,Visual,Yes,,Medium,6.0,,A
19.0,F,College,50000.0,,,Low,14.0,Arts,Public,Medium,,No,Medium,Low,High,,Medium,50.0,No,4.0,Unhealthy,High,3.0,Yes,Positive,Yes,No,,No,No,Medium,3.0,Low,A
20.0,M,Graduate,50000.0,C,71.0,High,18.0,Business,Public,High,,No,High,High,Low,Neutral,Low,,Yes,6.0,Unhealthy,Low,6.0,Yes,,No,Yes,Visual,,Yes,Low,5.0,High,B
22.0,M,Graduate,60000.0,B,,,,Business,Private,Medium,Medium,No,Low,Low,Low,Positive,,97.0,Yes,7.0,Healthy,High,4.0,No,Positive,,No,Visual,No,Yes,High,2.0,,B
21.0,M,,40000.0,B,100.0,Medium,,,Public,Medium,High,Yes,Low,High,High,Positive,High,83.0,Yes,9.0,Healthy,Low,5.0,,Negative,No,Yes,Kinesthetic,Yes,No,High,,Medium,
21.0,M,Graduate,40000.0,C,79.0,High,,Medicine,Private,Medium,High,Yes,High,,Medium,,Low,28.0,Yes,4.0,Balanced,Low,6.0,Yes,Negative,,No,Auditory,Yes,No,Medium,,Low,A
21.0,M,Some College,75000.0,A,74.0,Medium,6.0,Law,Private,Medium,High,No,High,High,Medium,Positive,High,36.0,No,5.0,Balanced,Medium,3.0,Yes,Positive,Yes,No,Visual,No,Yes,Low,4.0,,C
18.0,M,,40000.0,B,79.0,High,15.0,Law,Private,Medium,Medium,No,Medium,Medium,Low,Negative,High,59.0,No,4.0,Healthy,Low,8.0,No,Negative,No,Yes,Visual,No,Yes,High,3.0,Low,B
,M,Some College,,,72.0,,12.0,Arts,Public,Low,Low,,,High,Low,Positive,High,,No,5.0,Balanced,Low,6.0,Yes,Positive,Yes,No,Auditory,No,Yes,Low,2.0,High,A
19.0,F,College,50000.0,C,100.0,High,14.0,Arts,Private,Medium,Low,Yes,Low,Medium,Medium,Neutral,High,33.0,No,9.0,Unhealthy,Medium,4.0,No,Neutral,No,Yes,Auditory,Yes,Yes,High,3.0,Low,B
22.0,,High School,50000.0,C,91.0,Low,,Medicine,Private,High,Low,Yes,Low,High,Low,Neutral,Medium,53.0,Yes,6.0,Balanced,Low,9.0,Yes,Positive,Yes,Yes,Kinesthetic,Yes,Yes,,5.0,Medium,
21.0,M,High School,,C,74.0,Low,13.0,Engineering,Public,Low,Low,Yes,Low,Low,High,Positive,Medium,38.0,Yes,,Healthy,Low,10.0,Yes,Negative,No,No,Visual,No,Yes,Medium,6.0,Medium,C
,F,Some College,,,90.0,Low,,Business,Private,Medium,Low,No,Medium,High,Medium,Negative,Medium,73.0,No,6.0,,,10.0,No,Neutral,Yes,No,Kinesthetic,No,No,,6.0,Medium,A
22.0,F,Some College,75000.0,C,80.0,,,Business,Private,Low,,No,Low,High,Medium,Neutral,Low,34.0,,5.0,Balanced,Low,9.0,Yes,Negative,No,No,Auditory,Yes,Yes,High,4.0,High,A
18.0,,College,60000.0,A,87.0,Low,13.0,Law,Private,Medium,,Yes,High,Low,High,Negative,,,No,,Unhealthy,Medium,9.0,Yes,Positive,Yes,No,Kinesthetic,,Yes,Low,5.0,Medium,B
19.0,M,High School,40000.0,C,93.0,High,9.0,Science,,Low,High,No,High,Medium,Low,Negative,High,66.0,Yes,7.0,Balanced,Medium,3.0,Yes,Neutral,Yes,No,Auditory,Yes,Yes,Low,1.0,Medium,C
22.0,F,Graduate,60000.0,C,76.0,Medium,11.0,Law,Public,Low,High,Yes,High,Low,,,Low,63.0,No,9.0,Balanced,Medium,,No,Negative,Yes,Yes,Kinesthetic,No,Yes,High,1.0,High,B
20.0,M,Graduate,40000.0,B,78.0,Low,13.0,Law,Private,Medium,Medium,Yes,High,High,Low,Negative,Medium,62.0,No,5.0,Healthy,High,5.0,No,Positive,No,Yes,Auditory,Yes,No,,2.0,Medium,C
18.0,F,High School,50000.0,C,,Low,9.0,Arts,Private,,High,Yes,Medium,Low,Low,Neutral,Medium,,No,5.0,Balanced,High,2.0,No,Neutral,Yes,,Kinesthetic,Yes,,High,4.0,High,B
20.0,M,Graduate,60000.0,C,,High,,Science,Private,Medium,Medium,Yes,High,Low,High,Neutral,High,61.0,No,5.0,Unhealthy,Low,2.0,Yes,Negative,,Yes,Auditory,No,No,Low,6.0,,A
19.0,,High School,40000.0,B,84.0,High,11.0,Arts,Public,Medium,Medium,Yes,High,High,High,Neutral,Low,62.0,No,5.0,Balanced,,9.0,No,Neutral,No,No,Kinesthetic,Yes,No,Medium,5.0,High,C
20.0,M,High School,60000.0,A,71.0,Medium,14.0,Engineering,Private,Medium,,,Low,High,Low,Neutral,Low,77.0,Yes,5.0,Healthy,High,3.0,No,Positive,Yes,No,Kinesthetic,Yes,No,Low,2.0,High,B
20.0,M,College,75000.0,C,80.0,High,9.0,Business,Public,Medium,Medium,No,,Medium,High,Neutral,Low,,No,7.0,Unhealthy,High,5.0,Yes,Positive,No,No,Kinesthetic,No,Yes,High,1.0,Low,
19.0,,Graduate,40000.0,C,80.0,Medium,13.0,Engineering,,Low,Medium,Yes,High,Low,High,,Medium,97.0,Yes,7.0,Balanced,Medium,3.0,No,Neutral,No,Yes,Visual,,Yes,Low,5.0,Low,
,F,College,75000.0,,91.0,Low,8.0,Engineering,Public,Low,High,No,Medium,,Medium,Negative,Low,67.0,,8.0,,High,10.0,No,Negative,No,Yes,Visual,No,No,Low,1.0,Medium,B
20.0,M,Graduate,30000.0,B,97.0,Low,,Science,Public,Low,Medium,Yes,Low,High,Medium,Negative,High,74.0,Yes,4.0,Unhealthy,High,10.0,No,Negative,No,,Kinesthetic,,Yes,High,4.0,Medium,C
21.0,F,College,50000.0,C,96.0,,15.0,Business,Public,High,Medium,No,High,High,High,,Low,81.0,No,5.0,,Low,10.0,Yes,Negative,Yes,Yes,Auditory,No,No,,3.0,Low,C
20.0,M,High School,,C,83.0,High,5.0,Science,Public,Low,Medium,Yes,Medium,High,Low,Positive,Medium,83.0,Yes,9.0,,Medium,7.0,Yes,Neutral,No,No,Visual,Yes,Yes,Low,5.0,Medium,C
19.0,M,Some College,75000.0,,,High,9.0,Medicine,Public,Medium,High,No,Medium,Medium,High,Negative,Medium,77.0,No,9.0,Balanced,Low,9.0,No,Negative,Yes,Yes,Kinesthetic,Yes,Yes,,6.0,Low,B
21.0,,Graduate,,B,96.0,High,8.0,Arts,Private,Low,Low,No,Medium,High,Low,Positive,Medium,95.0,Yes,9.0,Balanced,Low,,Yes,Positive,No,No,Auditory,No,Yes,Low,2.0,High,C
22.0,M,High School,50000.0,A,91.0,Medium,11.0,Arts,Public,Medium,Low,Yes,High,Medium,Low,,Low,,Yes,7.0,Balanced,Medium,7.0,Yes,,No,,Auditory,No,Yes,Low,4.0,Low,A
,F,High School,75000.0,C,80.0,High,18.0,Science,Private,High,Medium,,Low,High,High,Negative,High,59.0,No,5.0,,Medium,8.0,No,Positive,No,No,Kinesthetic,No,No,Medium,,Low,A
22.0,M,,30000.0,B,76.0,Medium,18.0,Law,Private,Medium,Low,No,Medium,,Medium,Neutral,Low,49.0,,8.0,Unhealthy,Medium,4.0,No,Negative,No,Yes,Kinesthetic,Yes,No,Medium,,,C
20.0,F,College,75000.0,,94.0,High,13.0,Science,Private,Low,Low,No,Low,,Low,Neutral,High,49.0,No,5.0,Balanced,Low,6.0,Yes,Neutral,,Yes,Kinesthetic,No,No,Low,5.0,High,B
18.0,F,Graduate,50000.0,C,75.0,,5.0,Engineering,Public,Medium,High,,Low,Low,Medium,Neutral,,33.0,Yes,6.0,,Medium,4.0,No,Neutral,No,No,Visual,Yes,No,,5.0,Medium,B
19.0,F,Graduate,75000.0,B,94.0,Medium,20.0,Science,Public,Low,High,No,High,Medium,Medium,Positive,,93.0,Yes,8.0,Unhealthy,Medium,5.0,No,Negative,No,Yes,Kinesthetic,Yes,Yes,Medium,2.0,Medium,B
20.0,M,College,30000.0,C,77.0,Low,20.0,Medicine,,Low,,No,High,High,Low,Negative,Medium,47.0,No,6.0,,Low,,Yes,Neutral,Yes,No,Auditory,Yes,Yes,High,5.0,High,A
20.0,F,College,60000.0,B,90.0,High,14.0,Science,Private,High,,No,Low,High,High,Neutral,Low,33.0,,9.0,Healthy,High,8.0,No,Neutral,No,Yes,Auditory,Yes,Yes,Medium,4.0,Low,B
22.0,M,College,40000.0,B,94.0,,9.0,Science,Public,Medium,Medium,No,High,Medium,Medium,Negative,Low,55.0,Yes,8.0,Balanced,High,9.0,Yes,Neutral,Yes,Yes,Kinesthetic,Yes,No,Medium,2.0,Medium,C
18.0,,Graduate,60000.0,C,92.0,Low,11.0,Business,,,Low,Yes,Low,High,Medium,Positive,Low,95.0,Yes,4.0,Healthy,Medium,6.0,No,Positive,,Yes,Kinesthetic,No,Yes,Medium,4.0,Medium,A
,,,,B,94.0,Low,9.0,Business,Public,High,High,Yes,Low,High,High,,High,64.0,Yes,6.0,Healthy,Medium,10.0,No,Positive,Yes,No,Kinesthetic,No,No,Low,2.0,Low,A
18.0,,College,30000.0,A,99.0,Medium,13.0,Business,Private,Medium,,Yes,,Medium,Low,,Medium,64.0,Yes,4.0,Balanced,Medium,6.0,Yes,Negative,No,Yes,Visual,No,No,Medium,,Medium,B
22.0,M,Graduate,40000.0,C,76.0,Medium,11.0,Law,Private,High,Low,No,High,Low,Medium,Negative,Low,70.0,Yes,9.0,,,,,Neutral,Yes,,,No,No,Medium,6.0,Medium,C
18.0,F,High School,75000.0,C,77.0,Medium,5.0,Engineering,Private,Medium,Medium,Yes,High,High,,,Medium,,No,4.0,Healthy,High,10.0,No,Negative,Yes,Yes,Auditory,Yes,No,Low,3.0,Medium,A
21.0,M,Graduate,40000.0,,84.0,Medium,6.0,Engineering,Private,Medium,Low,No,Medium,Medium,Medium,Neutral,,83.0,No,5.0,Balanced,High,7.0,No,Neutral,No,No,Visual,No,No,High,5.0,High,B
18.0,M,Some College,60000.0,A,85.0,High,15.0,Medicine,Private,High,,Yes,High,Low,Medium,Negative,Medium,68.0,No,5.0,,Medium,9.0,No,Neutral,No,No,,Yes,No,High,4.0,Low,B
20.0,F,Some College,60000.0,C,80.0,Medium,19.0,Engineering,Public,Medium,,No,Medium,Low,High,Positive,Medium,24.0,Yes,4.0,Balanced,Medium,5.0,Yes,Positive,,Yes,Auditory,No,Yes,High,5.0,Low,B
20.0,F,Some College,50000.0,B,,Low,6.0,,Private,Low,Low,Yes,Medium,Medium,,Positive,High,73.0,No,4.0,Balanced,Low,2.0,No,Neutral,No,No,,No,Yes,High,5.0,High,
21.0,F,College,40000.0,,75.0,Low,9.0,Arts,Private,Medium,Low,Yes,Medium,Low,Medium,Negative,Low,80.0,,5.0,Healthy,High,3.0,Yes,Positive,No,No,Visual,No,No,Low,5.0,High,C
22.0,M,,60000.0,B,92.0,Medium,,Business,Private,High,High,Yes,Low,Medium,High,,Low,96.0,Yes,6.0,Healthy,,8.0,Yes,Neutral,No,No,Kinesthetic,No,,High,5.0,High,B
22.0,F,Graduate,75000.0,C,78.0,,11.0,Arts,Private,Medium,Low,No,Low,Low,Medium,Negative,Medium,35.0,No,4.0,Healthy,High,,No,Neutral,,Yes,Auditory,Yes,Yes,High,3.0,Low,
21.0,M,High School,50000.0,A,80.0,Low,6.0,Engineering,Public,High,Low,No,Low,High,High,Negative,High,90.0,No,9.0,,Medium,,No,Neutral,Yes,Yes,Visual,Yes,No,Low,2.0,Low,B
19.0,F,College,50000.0,,74.0,Medium,6.0,Business,Private,Low,Low,,Medium,Low,Medium,Negative,High,66.0,Yes,5.0,Balanced,Low,7.0,No,Negative,Yes,No,Kinesthetic,Yes,Yes,Low,2.0,Low,B
19.0,M,Graduate,30000.0,B,73.0,Low,10.0,Science,,Medium,High,No,Low,,,Positive,Medium,93.0,,9.0,Balanced,Medium,2.0,No,Positive,No,No,Kinesthetic,No,Yes,Low,6.0,Low,A
19.0,F,High School,60000.0,A,73.0,Medium,8.0,Science,Public,Medium,Medium,No,Medium,Medium,High,Neutral,Low,96.0,Yes,5.0,Unhealthy,Low,2.0,No,Neutral,No,Yes,Auditory,Yes,No,High,6.0,High,C
20.0,,High School,40000.0,B,75.0,Low,9.0,Engineering,Public,Low,High,Yes,Medium,,Medium,,High,36.0,,7.0,Balanced,High,5.0,Yes,Negative,Yes,,Visual,Yes,Yes,Medium,5.0,,B
20.0,M,,40000.0,A,,Medium,,Medicine,Public,Low,Medium,No,Medium,High,Low,Neutral,High,89.0,Yes,6.0,Unhealthy,Low,3.0,No,Positive,Yes,Yes,Kinesthetic,No,,High,4.0,Medium,C
21.0,M,Some College,75000.0,B,94.0,Medium,14.0,,,Medium,High,Yes,High,Low,Medium,Positive,Low,79.0,Yes,4.0,Balanced,Medium,2.0,Yes,Negative,No,Yes,,Yes,Yes,Low,4.0,High,B
21.0,M,Some College,50000.0,A,77.0,,10.0,Engineering,Private,Low,High,Yes,High,Low,High,Neutral,Medium,44.0,No,4.0,Healthy,Medium,3.0,No,Negative,Yes,Yes,Auditory,No,Yes,Medium,2.0,High,A
21.0,M,Graduate,50000.0,B,81.0,Low,20.0,Business,Public,Low,High,No,Low,Medium,Medium,Positive,Low,58.0,No,4.0,,Low,3.0,No,Negative,No,,Kinesthetic,No,No,Medium,4.0,Medium,A
21.0,M,Some College,50000.0,C,94.0,Low,18.0,Business,Private,Low,Medium,Yes,Medium,,Medium,Negative,Medium,58.0,No,9.0,Unhealthy,High,10.0,No,Negative,No,,Visual,Yes,,High,1.0,High,A
19.0,F,College,75000.0,C,99.0,High,11.0,Engineering,Public,,Medium,No,High,Medium,Medium,,Medium,77.0,Yes,4.0,Balanced,Medium,9.0,No,Neutral,No,No,Kinesthetic,No,Yes,,2.0,Medium,B
20.0,M,,60000.0,B,70.0,Low,11.0,Arts,Private,Low,Low,No,,Medium,,Negative,,38.0,Yes,9.0,Balanced,Low,4.0,Yes,Negative,Yes,,Auditory,No,Yes,High,5.0,Medium,A
,F,,50000.0,C,92.0,Low,19.0,Science,Public,Low,High,No,Medium,,,Negative,Medium,53.0,Yes,,Healthy,Medium,6.0,Yes,Negative,No,Yes,Visual,,No,Medium,2.0,Medium,B
18.0,M,College,,C,75.0,,15.0,,Public,High,High,No,High,Low,High,Positive,,88.0,Yes,4.0,Healthy,Low,10.0,No,,Yes,No,Visual,No,No,Medium,5.0,Medium,B
22.0,F,High School,60000.0,C,,High,10.0,Science,Public,Low,Medium,Yes,Low,Low,Low,Neutral,Low,54.0,Yes,5.0,Unhealthy,Low,4.0,No,Positive,No,No,Visual,Yes,No,Low,1.0,High,A
21.0,F,College,50000.0,,94.0,Medium,11.0,Medicine,,,,No,Low,Low,Medium,Positive,Low,85.0,Yes,,Healthy,High,2.0,No,Negative,Yes,,Auditory,No,No,Medium,4.0,High,A
18.0,M,Some College,60000.0,A,90.0,Low,11.0,Law,Public,High,Low,No,Low,Medium,Low,Neutral,Low,77.0,Yes,8.0,Unhealthy,High,5.0,Yes,,Yes,No,Auditory,Yes,No,Low,5.0,High,A
21.0,M,Graduate,75000.0,A,70.0,High,20.0,Engineering,Private,Low,,No,High,High,Low,Negative,Low,38.0,Yes,9.0,Unhealthy,High,10.0,Yes,Negative,Yes,Yes,Auditory,Yes,Yes,High,5.0,Medium,C
22.0,M,Some College,50000.0,C,91.0,High,16.0,,Private,Medium,High,Yes,High,High,Medium,Neutral,,30.0,,4.0,Balanced,High,,No,Negative,Yes,Yes,Visual,Yes,No,Low,,High,
21.0,,Some College,60000.0,A,79.0,Low,17.0,Science,Private,High,Low,No,Medium,Medium,Medium,Positive,Medium,25.0,Yes,4.0,Healthy,High,10.0,No,Positive,No,No,Kinesthetic,Yes,Yes,Medium,4.0,Low,B
20.0,M,Graduate,30000.0,A,76.0,Low,,Science,,Medium,,Yes,High,Medium,Low,Neutral,High,75.0,No,5.0,Unhealthy,,7.0,Yes,Neutral,,No,Visual,Yes,Yes,High,2.0,High,B
,F,Graduate,75000.0,C,83.0,Low,14.0,Business,,,High,Yes,,High,Low,Negative,Low,37.0,No,9.0,Healthy,High,,No,Neutral,Yes,Yes,Kinesthetic,No,No,High,2.0,Medium,C
20.0,M,Some College,30000.0,A,92.0,High,10.0,Engineering,Private,High,Low,Yes,Medium,High,Low,Negative,Medium,36.0,No,5.0,Balanced,Medium,4.0,No,Neutral,Yes,Yes,Kinesthetic,,Yes,High,4.0,Medium,A
19.0,M,High School,30000.0,C,,Low,13.0,Medicine,Private,Low,Low,Yes,High,High,Low,Positive,Medium,47.0,Yes,7.0,Healthy,Low,6.0,,Neutral,Yes,No,Kinesthetic,No,Yes,Medium,,High,B
18.0,F,,75000.0,A,77.0,Medium,7.0,Science,Public,Medium,Medium,No,,Medium,,Positive,Low,45.0,Yes,7.0,Healthy,Medium,5.0,,Neutral,No,No,Auditory,No,No,Medium,2.0,Medium,A
18.0,F,High School,75000.0,A,84.0,Medium,14.0,Law,Private,High,Low,Yes,Low,High,Low,Negative,,28.0,No,9.0,Healthy,,9.0,No,Negative,No,No,Auditory,No,Yes,High,1.0,,A
19.0,M,Graduate,30000.0,A,92.0,Medium,8.0,Business,,Low,High,Yes,Low,Medium,Low,Neutral,,72.0,Yes,8.0,Healthy,Low,5.0,Yes,Negative,No,No,,Yes,Yes,Medium,3.0,Low,A
18.0,M,College,50000.0,,97.0,High,11.0,Law,Public,Medium,,Yes,,Medium,High,Negative,,47.0,No,9.0,,Medium,9.0,Yes,Neutral,,Yes,Auditory,No,Yes,Medium,1.0,High,C
21.0,F,,50000.0,B,88.0,,16.0,Engineering,Private,High,Low,No,Low,High,Low,Neutral,Low,29.0,No,8.0,Healthy,Medium,10.0,No,Positive,Yes,Yes,Auditory,No,No,Low,3.0,High,B
20.0,F,College,30000.0,A,,,20.0,Business,Public,Medium,Medium,Yes,Low,Medium,Medium,Neutral,Low,73.0,,,Balanced,High,5.0,Yes,Positive,No,Yes,Auditory,No,Yes,Low,6.0,Medium,A
19.0,F,High School,,A,98.0,High,5.0,Engineering,Public,High,Low,Yes,High,High,High,Neutral,Low,,No,6.0,Healthy,High,7.0,No,Neutral,No,,Visual,Yes,No,Medium,3.0,Low,C
19.0,,High School,50000.0,C,,Low,6.0,Engineering,,High,,Yes,Medium,High,Medium,Negative,Low,90.0,Yes,,Healthy,Medium,7.0,No,Positive,No,No,Visual,Yes,No,,6.0,Low,B
21.0,M,Graduate,75000.0,A,92.0,,14.0,Medicine,Private,Medium,Low,No,High,Medium,High,Negative,Low,54.0,Yes,7.0,Healthy,Medium,3.0,No,Positive,Yes,Yes,Kinesthetic,Yes,No,High,5.0,,C
19.0,M,College,60000.0,B,98.0,,12.0,Arts,Public,,High,No,Medium,Low,Low,Neutral,Low,80.0,Yes,9.0,Healthy,Medium,4.0,No,Positive,Yes,No,Visual,Yes,Yes,Medium,3.0,Low,B
18.0,F,Graduate,30000.0,B,94.0,,20.0,Business,Public,High,Medium,No,Low,Medium,High,Positive,High,74.0,Yes,5.0,Unhealthy,Medium,10.0,No,Positive,Yes,Yes,Kinesthetic,Yes,No,High,5.0,High,A
22.0,M,Some College,40000.0,,92.0,,18.0,,Private,Medium,High,No,Low,Low,Medium,Neutral,Low,22.0,Yes,8.0,Healthy,Low,6.0,No,Positive,No,No,Visual,Yes,No,High,3.0,Low,B
,F,Graduate,50000.0,B,,Low,19.0,Medicine,Public,Low,Medium,No,Medium,High,Low,Positive,Low,,No,,,High,7.0,,Neutral,No,No,Kinesthetic,No,No,,6.0,Low,A
21.0,F,Some College,,B,75.0,Medium,6.0,Medicine,Public,Medium,Low,Yes,High,Medium,Medium,Neutral,High,61.0,No,8.0,Balanced,Low,7.0,Yes,Negative,No,Yes,Visual,Yes,No,High,2.0,Medium,C
22.0,M,High School,,A,77.0,High,5.0,Engineering,Private,Low,Medium,No,Low,High,,Positive,Low,52.0,No,4.0,Balanced,,9.0,No,Neutral,Yes,Yes,Auditory,No,,Low,2.0,Low,B
,F,College,40000.0,A,90.0,Low,9.0,Science,Private,Low,Medium,No,High,Medium,Medium,Negative,Medium,37.0,No,8.0,Balanced,High,7.0,Yes,Negative,No,No,Auditory,Yes,Yes,Low,2.0,High,A
18.0,M,High School,30000.0,A,75.0,Low,19.0,Science,,High,Low,Yes,Low,High,,,Medium,53.0,No,6.0,Healthy,Low,7.0,Yes,Neutral,Yes,Yes,Auditory,No,No,High,1.0,High,A
19.0,M,High School,75000.0,B,71.0,Low,16.0,Law,Private,High,Low,Yes,High,Low,High,Positive,Medium,82.0,No,9.0,Unhealthy,Medium,,,Negative,,No,,Yes,,Medium,4.0,Medium,B
20.0,,Graduate,40000.0,C,79.0,High,7.0,Science,Public,Medium,Low,,Medium,Low,Medium,Positive,Low,91.0,No,,Healthy,Medium,,Yes,Negative,Yes,No,Visual,Yes,Yes,Low,2.0,High,B
19.0,F,,30000.0,A,83.0,,18.0,Science,Public,Medium,Medium,Yes,Low,Medium,Medium,Neutral,Medium,70.0,No,8.0,Balanced,Medium,4.0,Yes,Neutral,Yes,No,Auditory,No,Yes,High,1.0,High,C
19.0,M,High School,75000.0,A,70.0,High,19.0,,Private,Medium,High,No,High,Low,High,Positive,High,34.0,No,8.0,Unhealthy,Medium,8.0,No,Positive,No,Yes,Kinesthetic,No,Yes,High,5.0,Low,A
20.0,F,Some College,50000.0,A,72.0,Medium,14.0,Science,,,High,No,Medium,High,Medium,Neutral,Medium,23.0,No,5.0,Balanced,Low,9.0,Yes,Negative,No,Yes,Auditory,,Yes,Low,4.0,Low,B
20.0,F,Some College,75000.0,B,81.0,High,12.0,Arts,,High,Low,Yes,,Medium,High,Neutral,High,60.0,No,5.0,Balanced,High,,Yes,Positive,No,No,Kinesthetic,No,Yes,High,1.0,Low,C
22.0,,,75000.0,A,94.0,Low,14.0,Science,Public,Low,Medium,No,Low,Medium,High,Neutral,High,27.0,Yes,6.0,Healthy,,9.0,Yes,Positive,Yes,No,Kinesthetic,Yes,No,Medium,,,B
20.0,F,High School,30000.0,A,75.0,,15.0,Business,Public,Low,High,,Medium,Low,High,Positive,Low,40.0,No,6.0,Healthy,High,9.0,No,Neutral,Yes,Yes,,Yes,,High,2.0,Medium,
21.0,M,Some College,40000.0,A,85.0,Medium,6.0,Business,Private,Low,High,Yes,Low,Medium,Medium,Negative,Low,36.0,Yes,7.0,,Medium,2.0,Yes,,Yes,Yes,Kinesthetic,Yes,,Low,6.0,High,B
18.0,M,Graduate,50000.0,B,76.0,Medium,20.0,Science,Public,Low,Medium,Yes,High,Low,Medium,Neutral,Low,73.0,No,5.0,Balanced,High,,No,Negative,No,Yes,Visual,,Yes,Low,,High,C
,M,College,30000.0,A,78.0,,19.0,Business,Public,Medium,Low,,Medium,Low,Medium,Negative,High,,No,5.0,Healthy,Low,,Yes,Positive,Yes,No,Kinesthetic,No,Yes,Medium,1.0,Medium,C
18.0,M,Some College,50000.0,A,99.0,High,7.0,Arts,Private,Medium,Medium,No,Medium,High,High,Negative,High,41.0,No,6.0,Unhealthy,High,7.0,No,Negative,Yes,No,Visual,No,No,High,,High,A
