Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,stream,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Grades
19,M,High School,60000,B,75,Medium,5,Engineering,Public,High,Low,No,,Medium,Low,,High,89,No,6,Balanced,High,3,Yes,Positive,Yes,Yes,Auditory,Yes,No,Low,6,Medium,B
21,F,Graduate,50000,B,75,Low,10,,Public,Low,Medium,Yes,Low,Medium,Low,Positive,Low,22,No,5,Balanced,High,4,No,Negative,No,,Kinesthetic,Yes,Yes,Medium,6,,C
21,F,College,50000,,80,Low,16,,,High,Medium,No,High,Medium,Low,Positive,Low,91,Yes,7,Balanced,Medium,10,Yes,Neutral,Yes,,Kinesthetic,No,No,Low,1,Low,B
19,F,College,30000,C,82,Medium,8,Business,Public,Low,Medium,No,High,Low,,Negative,Low,61,No,9,Healthy,Low,8,No,Negative,Yes,Yes,Kinesthetic,No,Yes,Medium,1,Low,A
18,F,College,60000,C,79,High,,Engineering,Public,Medium,Medium,No,Medium,Medium,High,Negative,Medium,48,No,7,Unhealthy,Low,10,No,Neutral,No,Yes,Kinesthetic,Yes,Yes,High,3,High,B
19,M,,75000,C,81,High,6,Science,Public,Medium,High,No,Medium,Low,High,,Medium,56,No,4,Unhealthy,High,2,No,Negative,Yes,No,Visual,Yes,No,High,5,Medium,B
19,,Some College,50000,B,81,Medium,12,Medicine,,,Low,No,Medium,Low,,Negative,Medium,38,No,9,Healthy,High,10,Yes,Positive,Yes,Yes,,,No,Low,2,Medium,
19,F,Graduate,30000,,,Low,11,Medicine,Public,Medium,High,No,,Medium,,Neutral,High,85,,7,Healthy,Low,9,Yes,Neutral,Yes,Yes,Auditory,No,Yes,High,4,,C
19,F,College,30000,B,79,,5,Business,Public,Low,High,Yes,,Low,Low,Positive,High,33,Yes,7,Healthy,Low,4,No,Positive,No,No,Auditory,No,No,High,5,High,C
19,F,Graduate,60000,C,77,High,17,Business,Private,High,Medium,Yes,High,High,Low,,Medium,65,No,6,Unhealthy,Medium,2,Yes,Neutral,No,Yes,Auditory,Yes,Yes,Low,6,,A
22,M,Some College,30000,B,92,,5,Law,Private,Medium,High,Yes,Low,High,Medium,Negative,High,53,Yes,8,Balanced,Medium,5,No,Neutral,No,No,Kinesthetic,Yes,,Medium,1,Low,B
20,M,Some College,,A,98,Low,7,Engineering,Private,,Low,No,Low,Medium,Medium,Positive,Low,20,Yes,6,,Medium,10,Yes,,Yes,,Auditory,,No,Medium,3,Low,
19,,College,75000,A,93,High,18,Engineering,Private,Medium,High,Yes,Medium,Medium,High,Negative,High,,No,7,Unhealthy,,6,,Positive,Yes,,Kinesthetic,No,Yes,High,,Low,B
22,,Graduate,75000,A,88,High,16,Engineering,Public,Low,Low,No,Low,High,High,Positive,High,91,Yes,5,Unhealthy,,9,Yes,Negative,No,Yes,Auditory,No,Yes,Medium,3,Low,A
20,,College,40000,B,94,High,5,Arts,Public,,Low,No,Medium,Medium,High,Neutral,High,78,Yes,8,Balanced,Medium,8,Yes,,Yes,Yes,Auditory,No,Yes,Low,2,Medium,B
19,,Graduate,50000,A,73,Low,8,Law,Public,Medium,Low,Yes,High,Medium,Low,Negative,Low,31,No,7,Balanced,Medium,3,No,,No,No,Auditory,Yes,No,High,6,High,
19,M,Graduate,30000,B,98,Medium,20,Engineering,Private,Low,Low,Yes,Medium,Medium,Low,Positive,Low,44,Yes,,Healthy,High,2,Yes,Positive,Yes,No,Auditory,Yes,Yes,Medium,,,A
22,M,High School,,A,83,Medium,13,Law,Private,Low,Medium,,High,Medium,High,Negative,Medium,49,,,Healthy,Low,10,Yes,Negative,Yes,Yes,Kinesthetic,No,No,,4,Low,A
20,M,Graduate,40000,B,82,High,14,Engineering,Private,Low,High,No,Low,High,High,,High,44,No,5,Unhealthy,Low,3,Yes,Neutral,Yes,Yes,Kinesthetic,Yes,,Medium,4,Low,A
18,F,Graduate,60000,A,78,Low,14,Business,Private,,High,,Medium,High,Low,Positive,Medium,23,Yes,4,,Low,7,,Neutral,Yes,Yes,Visual,,No,High,6,Medium,C
,F,High School,40000,B,92,Low,8,Arts,Private,Medium,,No,Low,Low,Low,Neutral,Low,30,No,8,Healthy,,8,No,Neutral,,Yes,Kinesthetic,Yes,No,Medium,2,High,B
20,F,Some College,75000,A,73,High,10,Business,Private,High,High,No,High,Medium,High,Neutral,High,23,,6,Healthy,High,4,No,Positive,No,Yes,Auditory,No,Yes,Medium,6,Low,C
22,F,Graduate,30000,C,78,Medium,15,Engineering,Private,Low,Medium,Yes,Low,,,Negative,Low,84,Yes,5,,Low,8,No,Negative,Yes,No,Auditory,Yes,No,Medium,1,High,B
20,F,College,40000,,92,High,19,,Private,Low,Low,Yes,Medium,Low,Low,Neutral,High,,No,4,Unhealthy,Low,7,No,Positive,Yes,Yes,Auditory,Yes,No,High,5,Low,B
18,F,High School,,B,76,High,14,Science,Private,Low,,No,Medium,,Low,Negative,High,96,,9,Balanced,Low,8,No,Neutral,Yes,Yes,Kinesthetic,Yes,Yes,Medium,2,Low,B
21,M,College,50000,B,92,Low,10,Engineering,Private,Medium,High,Yes,Medium,Medium,Medium,Negative,,77,No,,Balanced,High,10,Yes,Neutral,No,,Auditory,Yes,No,Medium,1,Low,
22,M,,75000,B,92,High,7,Arts,Public,Low,Medium,No,Medium,Medium,Medium,,Medium,,Yes,8,Balanced,Low,8,No,Neutral,Yes,No,Visual,Yes,No,Medium,1,High,B
20,M,High School,30000,C,93,High,12,Science,Public,High,Low,No,Medium,,Low,,High,70,,7,Balanced,Medium,3,No,Positive,Yes,Yes,,No,No,High,6,Medium,B
20,F,Graduate,40000,C,94,Medium,17,Engineering,Public,Low,Medium,,Low,High,Medium,Positive,High,,Yes,6,,High,9,No,Negative,Yes,No,Visual,No,Yes,Low,2,High,A
,F,High School,40000,C,82,Medium,,Arts,Public,High,Low,Yes,High,Medium,,Positive,Medium,43,Yes,9,Balanced,Low,,Yes,Neutral,No,No,,No,Yes,Medium,6,Medium,A
22,F,High School,30000,C,93,Low,5,Arts,Private,High,Medium,No,Medium,Low,,Neutral,High,59,,4,Balanced,Low,5,Yes,Positive,Yes,Yes,Auditory,,No,Medium,6,Low,A
19,F,High School,30000,C,,Low,,Law,Public,Medium,Medium,Yes,Medium,Low,Low,Positive,Medium,99,Yes,5,Healthy,Low,8,Yes,Neutral,No,No,,Yes,No,Medium,4,High,B
18,M,College,40000,C,88,High,16,Science,Private,Low,Low,No,,Medium,Low,Negative,Low,47,Yes,5,Balanced,Low,5,Yes,Neutral,No,,Visual,,Yes,Low,2,Low,C
22,M,Some College,30000,B,,Medium,,Engineering,Public,Medium,Low,No,High,High,Low,Negative,High,97,Yes,5,Unhealthy,High,10,No,Positive,Yes,Yes,Kinesthetic,Yes,Yes,Low,1,Medium,C
20,F,College,30000,C,99,Low,5,Business,Public,High,Low,No,Low,Low,Medium,Positive,Medium,65,No,,Balanced,Medium,3,Yes,Positive,No,,Auditory,Yes,No,,2,Medium,A
21,,Graduate,50000,A,,Low,9,Law,Private,Medium,Medium,No,Medium,Medium,High,,Medium,34,No,4,Unhealthy,High,2,No,,Yes,No,Auditory,Yes,Yes,,4,High,C
20,M,Graduate,40000,A,71,High,10,Engineering,Private,Medium,,No,Medium,Low,High,Positive,High,50,No,9,Balanced,Medium,7,No,Neutral,Yes,No,Visual,Yes,,High,1,Medium,A
18,M,High School,30000,C,85,Medium,15,Science,,,High,No,Medium,Low,Medium,Positive,Medium,38,Yes,,Balanced,High,,Yes,Negative,No,No,Visual,Yes,,High,6,High,
21,F,High School,50000,A,93,Medium,13,,,Low,High,No,Low,Medium,Low,Negative,Low,59,No,8,Balanced,Low,10,Yes,Negative,,Yes,Visual,Yes,No,High,1,Medium,
22,,College,60000,,73,,17,Science,Public,Low,Medium,No,Low,High,High,Neutral,High,72,No,5,Healthy,High,,,Positive,Yes,No,Visual,Yes,Yes,Low,1,Medium,
18,M,Some College,30000,B,77,Medium,11,Engineering,Public,Medium,High,Yes,,Medium,High,Negative,Medium,67,No,,Balanced,Medium,6,Yes,Neutral,Yes,Yes,Auditory,Yes,,High,4,Low,A
18,M,Some College,50000,C,96,High,12,Business,Public,Medium,High,No,High,,Medium,Positive,High,80,No,7,Balanced,Low,9,No,Neutral,No,No,Auditory,No,No,Low,3,Low,A
21,F,High School,75000,B,83,,12,,Private,Medium,Low,No,High,High,Medium,,High,78,No,7,Healthy,,8,No,Neutral,Yes,,Kinesthetic,,No,Medium,1,Medium,A
21,F,High School,60000,B,86,High,6,Law,Public,Medium,Medium,No,Low,Medium,,Positive,Low,,Yes,7,Healthy,Medium,5,Yes,,Yes,No,Visual,Yes,Yes,Medium,2,High,B
20,M,Some College,30000,B,83,Medium,13,Medicine,,Low,,,Medium,Medium,High,Positive,Low,78,No,6,Healthy,Medium,2,,Positive,Yes,Yes,Visual,No,Yes,Medium,,Medium,B
19,M,High School,30000,A,85,High,18,Law,Public,Low,Low,No,Medium,Low,Low,Negative,Medium,29,No,6,Healthy,Medium,2,Yes,Neutral,No,No,Kinesthetic,No,No,High,6,Medium,B
18,M,,30000,,78,High,13,Law,Public,,Low,No,High,Medium,Medium,Negative,,58,No,8,Healthy,,5,No,,No,No,Auditory,No,No,High,2,Medium,A
22,F,Graduate,40000,A,73,Medium,11,Science,Public,,Medium,No,Low,Low,Low,Negative,Low,,No,5,Unhealthy,Medium,4,Yes,Positive,Yes,No,Auditory,,Yes,High,5,Medium,A
21,M,Some College,30000,A,,,13,Engineering,,Medium,High,No,Medium,,Low,Negative,High,86,,9,Healthy,High,9,No,Negative,Yes,,Auditory,Yes,No,Low,4,Low,B
22,F,High School,40000,B,,Low,6,Law,Public,Low,High,Yes,Low,Low,Medium,Neutral,Medium,94,Yes,,Unhealthy,High,2,Yes,Positive,Yes,Yes,,No,No,High,5,Medium,B
,M,Graduate,75000,B,,,13,Engineering,Private,Medium,Medium,Yes,High,,High,Negative,,38,No,8,Healthy,Low,2,No,Negative,No,,Kinesthetic,Yes,No,Medium,2,High,C
19,M,,30000,,70,High,20,Business,Public,High,Low,No,,Low,Medium,Neutral,Medium,74,No,5,Balanced,High,2,No,Positive,No,No,Auditory,No,Yes,,1,High,A
18,M,High School,40000,C,89,Medium,13,Business,Private,Medium,High,Yes,Medium,,High,Positive,Medium,71,Yes,,Healthy,Low,2,No,Positive,No,No,Visual,No,Yes,Low,4,High,B
21,F,Some College,75000,A,73,High,,Science,Public,High,Medium,No,Low,High,High,Neutral,Low,58,No,6,Healthy,Low,9,,Neutral,Yes,Yes,Kinesthetic,No,Yes,Low,5,Low,B
22,M,High School,30000,B,99,Medium,6,Engineering,Public,,Medium,Yes,Medium,High,Medium,Neutral,High,,No,8,Healthy,,4,Yes,,No,,Visual,No,Yes,Low,5,Medium,A
22,F,,30000,A,72,Low,15,Business,Private,Low,Low,Yes,High,Low,Medium,Negative,High,81,No,6,Unhealthy,Medium,10,No,Positive,No,,Visual,Yes,No,Medium,1,High,B
19,M,College,,,86,Medium,15,Law,,Medium,Medium,Yes,High,Low,Low,Positive,Low,65,Yes,8,Unhealthy,High,8,No,Negative,Yes,,Kinesthetic,No,Yes,Low,2,High,A
19,M,Graduate,60000,A,90,High,11,,Public,High,Low,No,High,High,Medium,Positive,High,83,No,8,Balanced,Low,6,No,Positive,Yes,No,Kinesthetic,Yes,Yes,,,High,B
21,M,High School,75000,C,92,Low,20,Arts,Public,High,High,Yes,Low,High,Medium,,Medium,32,Yes,,Unhealthy,Medium,4,No,Neutral,Yes,Yes,,No,No,Medium,1,Low,C
19,M,Graduate,40000,B,75,Medium,5,,Public,Low,,No,Medium,,Low,Neutral,Low,31,No,7,Healthy,High,3,Yes,Positive,No,No,Kinesthetic,No,No,High,,,C
20,F,,,,78,Low,12,Science,Private,,High,Yes,Medium,Medium,,Positive,,70,Yes,4,Healthy,Low,10,Yes,Neutral,Yes,No,Kinesthetic,Yes,No,Medium,3,Low,C
20,M,College,60000,C,78,Low,14,Science,Private,,Low,,Medium,High,Low,Positive,High,,No,8,Balanced,Medium,5,No,Negative,No,No,Auditory,No,Yes,Low,5,,B
20,F,High School,30000,C,,High,17,Engineering,Private,,High,No,Low,Low,,,,77,Yes,6,Balanced,Medium,6,No,Positive,Yes,Yes,Kinesthetic,No,No,Medium,2,High,A
21,M,Some College,40000,B,71,High,18,Science,,Medium,,Yes,Medium,High,Medium,Positive,Medium,24,Yes,9,,,10,No,Neutral,No,Yes,Kinesthetic,No,No,Low,2,Low,
20,F,High School,50000,B,76,Medium,10,Medicine,Public,Low,Low,Yes,Medium,Medium,High,,,84,No,7,Unhealthy,Medium,7,Yes,Negative,,Yes,Visual,No,Yes,High,3,Low,B
18,F,,50000,B,72,Medium,14,Engineering,,High,High,No,Low,Medium,High,Negative,Medium,82,No,9,Unhealthy,High,8,Yes,Neutral,Yes,No,Kinesthetic,,No,,4,High,C
21,M,Some College,40000,C,82,Medium,10,Business,Public,Low,Medium,No,High,Medium,,,Medium,38,Yes,,Unhealthy,Medium,,Yes,Negative,No,No,Auditory,No,,Medium,,High,A
20,M,Some College,,A,98,High,8,Business,Public,High,Medium,No,Medium,,Low,Positive,Low,22,No,9,Healthy,Medium,2,Yes,,No,No,Visual,Yes,No,Medium,3,Low,B
19,M,High School,75000,,83,High,19,,Public,High,,Yes,Medium,High,Low,Positive,High,67,,4,Unhealthy,Low,6,Yes,Negative,No,,,Yes,Yes,Low,1,High,C
19,M,Graduate,30000,A,92,Low,6,Science,,High,Medium,Yes,High,High,Low,Neutral,High,41,Yes,9,Balanced,Low,3,Yes,Positive,No,Yes,Kinesthetic,No,No,Low,3,Low,B
18,F,High School,40000,B,80,Medium,5,Arts,Private,High,,No,,Medium,Low,Negative,Medium,23,No,7,Healthy,Low,7,Yes,Positive,Yes,Yes,Auditory,No,No,Medium,6,Medium,C
21,F,Graduate,75000,C,90,High,9,Medicine,Private,Medium,High,No,Low,Medium,High,Positive,Low,44,No,5,Healthy,High,9,No,Positive,No,,,No,Yes,Medium,1,Medium,A
21,M,Some College,75000,,91,High,17,Law,Private,Low,Medium,No,,High,Medium,Negative,High,78,No,5,Balanced,Medium,2,Yes,Negative,,Yes,Visual,No,No,,3,Medium,
,,Graduate,60000,B,80,Low,9,Medicine,Public,Low,High,No,Low,Low,,Negative,High,27,Yes,7,Healthy,,7,Yes,Neutral,Yes,Yes,Visual,No,Yes,Low,2,High,C
20,M,High School,75000,C,86,Medium,12,Medicine,Public,Medium,Low,No,Medium,Low,,,High,58,Yes,8,,Low,5,No,Neutral,No,,,No,No,,6,Medium,B
22,F,Graduate,50000,,90,Low,15,Law,Public,Low,High,Yes,Medium,Medium,Medium,Neutral,High,75,,5,Balanced,Medium,5,,Positive,Yes,Yes,Auditory,Yes,No,High,6,High,A
21,F,Graduate,60000,C,83,High,10,Science,Public,Low,Low,No,High,Low,Medium,Neutral,High,88,,7,Unhealthy,Medium,8,No,Neutral,Yes,No,Kinesthetic,No,No,Medium,2,Medium,B
20,M,High School,50000,B,90,Medium,14,Law,Private,Low,,No,Low,High,Medium,Negative,Medium,,No,8,Balanced,,6,No,Neutral,Yes,No,Visual,No,Yes,Low,1,High,B
19,M,Some College,30000,B,72,Medium,14,Science,Private,Low,Low,Yes,Low,Medium,Low,Positive,High,88,No,9,Healthy,Low,8,Yes,Positive,,Yes,,Yes,Yes,Medium,5,Medium,C
19,M,Some College,,B,100,Medium,,Business,Private,Low,High,No,High,Low,Low,Negative,Medium,51,Yes,5,Unhealthy,Medium,3,Yes,Neutral,No,Yes,,No,Yes,High,2,Medium,C
20,F,,50000,C,100,Low,10,Law,Public,High,High,Yes,High,Medium,High,Positive,Medium,65,Yes,8,Unhealthy,Low,6,Yes,Positive,Yes,,Kinesthetic,No,No,,6,Medium,
20,M,College,50000,C,91,High,18,Science,Private,Low,Medium,Yes,,Medium,Medium,Positive,High,90,Yes,6,Healthy,High,9,Yes,Positive,Yes,Yes,Kinesthetic,Yes,No,,4,Medium,A
19,F,College,50000,C,90,Medium,15,Medicine,Private,Low,High,No,High,,High,Positive,Low,34,No,6,Healthy,High,4,,Positive,No,Yes,Auditory,No,Yes,Low,6,High,A
22,M,Graduate,,C,77,,20,Medicine,Public,Low,Medium,Yes,Low,Low,High,Negative,High,66,,4,Unhealthy,High,10,Yes,Positive,No,,Visual,Yes,Yes,Low,3,High,B
20,F,High School,,B,92,,19,Arts,,Low,Low,No,Low,Medium,,Positive,Low,68,Yes,6,Balanced,Low,7,Yes,Positive,Yes,Yes,Visual,Yes,No,Low,1,Low,A
18,M,Graduate,30000,B,78,Medium,16,Arts,Private,Low,Medium,Yes,High,,Medium,,Medium,62,Yes,9,,,9,Yes,Positive,No,No,Auditory,No,Yes,High,3,High,B
22,F,Graduate,50000,A,80,High,13,Engineering,Private,Medium,High,Yes,Medium,Medium,Low,Positive,High,46,No,7,Unhealthy,High,9,No,Positive,Yes,No,Auditory,No,No,Low,3,Medium,C
20,,High School,40000,A,83,Low,13,Engineering,Private,High,Medium,No,,Low,Low,Neutral,High,97,Yes,9,,Low,10,Yes,Positive,Yes,Yes,Visual,No,Yes,High,5,Medium,A
19,M,Graduate,,A,88,Medium,12,Science,Private,Medium,Medium,No,Medium,Medium,Medium,Neutral,,44,,6,Unhealthy,Medium,4,No,Positive,No,No,Kinesthetic,No,Yes,Low,5,Low,C
21,M,High School,,B,87,Low,16,Engineering,Private,High,High,No,,High,Medium,Negative,Medium,50,Yes,4,Balanced,Low,6,Yes,Positive,No,No,Kinesthetic,No,Yes,Medium,4,High,B
21,F,,50000,A,95,Low,15,Business,,Medium,High,No,Medium,,Low,Neutral,Low,34,Yes,8,Healthy,Low,3,Yes,,Yes,No,Visual,Yes,,Medium,2,,
18,F,Some College,75000,B,76,High,12,Engineering,,High,,No,Medium,Medium,Medium,Negative,High,87,Yes,9,Unhealthy,High,4,No,Positive,No,Yes,Visual,No,No,Low,6,High,A
22,F,,50000,A,91,Medium,15,Arts,Public,High,Low,Yes,High,Low,High,Positive,Medium,37,No,9,Balanced,High,10,No,Positive,No,No,,Yes,Yes,Low,1,,B
20,F,Graduate,40000,C,77,Medium,16,Science,Public,Medium,High,No,High,High,High,Neutral,Low,53,Yes,5,Balanced,,10,,Positive,No,Yes,Auditory,No,No,Medium,5,High,C
20,M,College,40000,C,,High,11,Arts,,Medium,Medium,Yes,Low,High,Low,Negative,Low,59,No,9,Healthy,High,,Yes,Negative,Yes,,Visual,Yes,No,Low,1,Low,B
19,F,High School,50000,C,,Low,17,Engineering,Public,Medium,Low,Yes,Medium,High,Low,Neutral,Medium,55,Yes,9,Balanced,High,6,No,Neutral,No,No,Visual,No,No,Medium,,Low,B
18,F,High School,40000,B,79,High,,Business,Private,Low,Medium,No,High,High,Low,Negative,Low,29,No,4,Balanced,High,7,No,Neutral,No,No,Auditory,,Yes,Low,1,,
22,M,Graduate,40000,A,73,Low,9,,Public,High,Low,Yes,Low,Low,Medium,,High,39,Yes,4,Healthy,,4,No,,Yes,No,Visual,No,No,,,Medium,B
,F,High School,40000,B,74,Medium,5,Engineering,,,Low,Yes,Medium,,Medium,Negative,Medium,29,No,9,Unhealthy,High,6,No,Negative,,Yes,Kinesthetic,,,Medium,5,Medium,C
21,M,Some College,,C,97,,15,Arts,Public,Medium,Medium,Yes,High,High,,Negative,High,,No,6,Healthy,Low,7,No,Positive,,No,Auditory,Yes,Yes,Medium,1,Low,A
18,F,High School,30000,B,81,High,18,Arts,Private,High,High,Yes,Medium,Low,Medium,Neutral,Medium,76,Yes,8,Balanced,High,5,No,Neutral,No,No,,,Yes,High,1,Medium,B
20,M,Some College,40000,B,92,Medium,15,Business,Public,Medium,Medium,No,Low,Medium,,Positive,Medium,21,Yes,9,Balanced,Low,10,No,Neutral,No,No,,Yes,No,Low,3,,C
18,F,High School,30000,,82,High,19,Arts,Private,Low,Medium,,Medium,Low,,Neutral,High,30,Yes,4,Unhealthy,High,9,No,Negative,,No,Kinesthetic,,Yes,Medium,3,Low,B
21,M,College,40000,C,84,Low,11,Engineering,Public,High,High,No,Low,High,Medium,Negative,High,22,No,9,Unhealthy,Medium,5,Yes,,No,Yes,Auditory,No,No,Low,6,Low,
18,M,High School,40000,A,81,Medium,5,Arts,Private,High,Low,Yes,High,Low,Medium,Negative,Low,57,No,8,Unhealthy,High,2,Yes,Neutral,No,Yes,Visual,No,No,Low,1,,C
20,F,Some College,75000,C,81,High,19,Law,Public,High,Medium,No,Medium,High,Low,Neutral,High,71,No,8,Healthy,High,4,,Negative,No,No,Visual,No,No,Low,1,Low,
19,M,High School,75000,,85,High,17,Science,Public,High,High,Yes,Medium,Low,Medium,Neutral,High,63,Yes,9,,High,6,Yes,,Yes,No,Kinesthetic,Yes,Yes,High,2,Medium,B
19,F,Some College,,B,73,Medium,20,Law,Public,,,Yes,High,Low,High,,Low,77,Yes,7,Unhealthy,Medium,3,Yes,Negative,No,Yes,Auditory,,,Medium,3,Medium,B
22,F,Graduate,40000,B,82,,8,Law,Private,Low,Low,No,Medium,High,Low,Negative,Low,41,No,4,Balanced,High,2,No,Negative,Yes,No,Visual,Yes,Yes,High,4,High,
21,F,College,75000,B,78,,18,Medicine,Public,,Low,No,Medium,,Low,Positive,Medium,84,No,9,Healthy,Low,3,Yes,Neutral,Yes,No,Visual,No,,,4,Low,B
22,F,High School,30000,,90,,15,Business,Private,High,Low,No,Medium,,Low,Negative,Low,72,Yes,8,Unhealthy,High,8,Yes,,No,Yes,Visual,No,Yes,,1,Medium,C
20,M,Some College,60000,C,70,Medium,9,Engineering,Public,High,High,Yes,,High,Medium,Neutral,Low,98,No,5,Balanced,,2,Yes,Positive,Yes,,Auditory,Yes,,High,3,Low,C
20,,Some College,75000,A,89,Medium,8,Arts,Public,Low,Low,No,Low,High,High,Neutral,High,34,No,4,Healthy,Low,10,Yes,Negative,Yes,No,Auditory,No,Yes,Medium,3,Medium,A
19,M,Some College,75000,A,97,Medium,12,Arts,Private,High,Low,No,Low,Medium,Low,,Low,82,Yes,4,Unhealthy,Low,10,Yes,Negative,Yes,Yes,,Yes,Yes,Medium,4,,C
22,,College,50000,C,81,,6,Science,Public,Medium,Medium,Yes,High,Low,High,Neutral,,57,Yes,5,Healthy,,3,Yes,Negative,No,,Visual,Yes,No,Low,5,Medium,C
19,F,College,50000,A,100,High,11,Engineering,Private,Low,High,Yes,Low,High,Low,Positive,Low,,Yes,9,Balanced,Medium,2,Yes,Neutral,Yes,No,Auditory,Yes,No,Medium,2,Low,B
22,M,Some College,75000,C,91,Medium,7,Medicine,Private,High,Low,,Medium,High,High,Negative,Low,38,Yes,7,Healthy,Medium,8,No,Neutral,No,No,Visual,No,No,High,,,B
19,,Some College,,C,86,High,8,Business,Public,Medium,Low,Yes,Medium,Medium,Low,Negative,High,38,Yes,5,Unhealthy,Medium,7,No,Neutral,No,Yes,Visual,No,Yes,Low,2,Medium,B
19,M,High School,75000,C,71,Medium,17,Arts,Private,Medium,,Yes,Low,Low,High,Negative,,78,Yes,6,Balanced,Low,,Yes,Neutral,,Yes,Kinesthetic,No,Yes,Low,6,Low,C
22,F,College,40000,B,,Low,13,Law,,High,Medium,Yes,High,High,Low,Positive,High,23,Yes,8,Balanced,High,7,Yes,,No,No,Visual,No,,Low,3,High,C
,,Some College,60000,A,99,High,19,Science,,High,High,,High,Low,Low,Neutral,Low,38,No,4,Balanced,Medium,10,Yes,Positive,Yes,Yes,Auditory,Yes,Yes,,1,Low,B
21,F,College,60000,A,80,Medium,17,Engineering,Private,Medium,Low,Yes,Medium,Low,Medium,Neutral,Medium,63,No,7,,Medium,7,Yes,Neutral,No,Yes,Kinesthetic,Yes,Yes,High,6,Low,C
22,F,High School,60000,A,84,Medium,20,Law,Private,High,Low,No,Medium,High,Low,Positive,Medium,51,,5,,Medium,8,Yes,Negative,,Yes,Visual,Yes,Yes,High,2,High,
21,M,Graduate,50000,A,88,Medium,10,Medicine,Private,Medium,Low,No,High,High,Low,Positive,Medium,46,Yes,4,Healthy,,3,No,Neutral,No,No,Kinesthetic,No,No,Low,6,Low,A
20,F,Some College,75000,B,84,Medium,16,Medicine,Public,High,High,No,Medium,High,,,Low,81,No,9,Healthy,Medium,10,No,Neutral,Yes,No,Kinesthetic,Yes,No,High,6,High,
21,F,College,30000,B,98,High,8,Arts,Private,High,Low,No,,High,Low,Positive,High,,Yes,8,Unhealthy,,5,No,Neutral,No,Yes,Kinesthetic,Yes,No,High,3,High,C
19,M,College,75000,C,94,Low,14,Arts,Private,Medium,Low,Yes,High,Low,Low,Neutral,Low,85,Yes,7,Healthy,Low,8,,Negative,No,No,,No,No,Medium,5,,C
19,M,High School,40000,C,,Low,14,Arts,Public,,High,No,Low,High,High,Positive,Medium,37,Yes,,Balanced,High,4,No,Negative,Yes,Yes,Auditory,Yes,No,Low,2,Low,A
21,F,High School,40000,B,92,High,,,,,Low,Yes,Medium,Low,Medium,Positive,Medium,49,Yes,,Unhealthy,Medium,5,No,Negative,No,No,Visual,Yes,,Low,5,Low,B
19,M,College,30000,C,98,Medium,7,Science,Private,Low,Low,Yes,High,High,Low,Positive,Medium,57,No,9,Balanced,,9,Yes,Neutral,No,Yes,Visual,Yes,Yes,Medium,4,Medium,A
20,F,Graduate,75000,B,88,Low,12,Engineering,Private,Low,Medium,Yes,Medium,Low,Medium,Negative,Medium,35,No,8,Balanced,Low,9,Yes,Neutral,Yes,No,Visual,No,No,Medium,4,High,B
18,F,College,60000,B,86,High,10,Medicine,Private,High,Medium,Yes,High,Medium,Low,Negative,Medium,71,Yes,9,Healthy,Medium,5,,Negative,No,Yes,Auditory,,Yes,Medium,3,Medium,C
22,F,High School,50000,A,77,Low,7,Arts,Private,Low,Low,No,Medium,Low,High,,Medium,90,Yes,4,Healthy,Low,10,Yes,Negative,No,No,,No,,Medium,5,,
18,F,High School,75000,A,,Medium,11,Business,Public,Low,High,Yes,Low,Low,,Neutral,Low,46,Yes,4,Unhealthy,Medium,3,Yes,Neutral,No,No,Visual,No,Yes,High,3,Medium,C
22,M,College,30000,C,77,High,19,Engineering,Public,Medium,Low,No,Low,Medium,,,High,47,Yes,9,Healthy,Low,7,No,Neutral,No,No,,Yes,Yes,,5,Low,B
22,F,Some College,60000,A,,,13,Business,Private,Medium,Medium,No,Medium,Medium,Medium,Negative,,96,,,Unhealthy,Medium,9,Yes,Positive,Yes,Yes,Kinesthetic,Yes,No,High,6,High,C
21,M,High School,40000,C,90,Medium,18,Engineering,Private,Low,Medium,No,Medium,High,Medium,Neutral,Low,82,No,7,Unhealthy,High,9,Yes,Neutral,No,Yes,Visual,Yes,No,High,3,Low,B
22,F,,50000,C,,,15,Engineering,Public,,Medium,No,Low,High,High,,Low,86,Yes,7,Unhealthy,,2,No,Neutral,No,Yes,Visual,Yes,Yes,High,3,,C
22,M,Graduate,50000,B,94,Medium,12,Arts,Private,Medium,High,No,High,Medium,Medium,Neutral,Medium,51,Yes,5,Unhealthy,Low,10,Yes,,No,No,Kinesthetic,,,Medium,2,Medium,C
21,M,Graduate,50000,A,96,Low,17,Law,Public,,Low,Yes,High,Medium,High,Positive,High,,No,9,Balanced,High,,,,Yes,Yes,Kinesthetic,Yes,No,Medium,3,High,C
22,F,Graduate,75000,A,100,Medium,19,Arts,Public,High,High,Yes,High,Low,Medium,Negative,Low,45,No,5,Balanced,High,2,No,Negative,Yes,Yes,,Yes,Yes,Medium,4,Low,A
